anvil_nhgri_broad_ibd_daly_kugathasan_wes,fc-secure-0ca0c5e6-26ca-47ea-b509-ec4eaa058fc6,0,0,546,546,0
AnVIL_CCDG_Broad_NP_Epilepsy_AUSAUS_EPI_BA_ID_MDS_WES,fc-secure-0de89e54-2149-4e06-81f9-da5af48c68a3,0,0,24,24,0
AnVIL_PAGE_BioMe_GRU_WGS,fc-secure-0e71f746-0db3-4ff7-ba65-4a454d8ff0e1,0,0,0,307,307
AnVIL_CMG_Broad_Orphan_VCGS-White_WES,fc-secure-0e876de4-dc38-4e3d-98c0-822963e9df17,447,447,0,447,447
anvil_ccdg_broad_ai_ibd_niddk_daly_silverberg_wes,fc-secure-0eba3dae-89be-4642-8982-9a80a7428cd2,0,0,598,598,0
AnVIL_CCDG_Broad_NP_Epilepsy_FINKPH_EPIL_CO_MORBIDI_MDS_WES,fc-secure-0f948ad2-2ae8-433c-9f0c-941c4c5e4a89,0,0,787,787,0
AnVIL_CCDG_Broad_NP_Epilepsy_DEUUTB_HMB-NPU-MDS_WES,fc-secure-0fc5a889-f57e-40a1-9859-c5b1e8a196d1,0,0,1448,1448,0
AnVIL_CCDG_Broad_CVD_AFib_Penn_WGS,fc-secure-10b393b7-8607-4999-b1c5-18b9aabb49d6,0,0,418,418,0
AnVIL_PAGE_Stanford_Global_Reference_Panel_GRU_WGS,fc-secure-1114cae3-387f-4277-8a1f-0b912487b224,0,0,0,78,78
AnVIL_CMG_Broad_Muscle_Myoseq_WES,fc-secure-111d9846-e5b6-428f-bfcb-b6cf57a6ae8c,1280,1280,0,1280,1280
AnVIL_CCDG_Broad_NP_Epilepsy_USAUPN_Marsh_GRU_WES,fc-secure-124c02b9-69b7-468c-b3d7-4a07aee74dc5,0,0,196,196,0
AnVIL_CCDG_Broad_NP_Epilepsy_BELULB_DS-EP-NPU_WES,fc-secure-13597242-de35-44e2-b8fb-b5fa0b983501,0,0,380,380,0
anvil_ccdg_broad_ai_ibd_daly_vermeire_wes,fc-secure-1614d6d2-d053-4de0-9b97-cc4b0762f547,0,0,4719,4719,0
AnVIL_CMG_Broad_Heart_Ware_WES,fc-secure-16d26258-a516-4b26-b5d1-f17d785fbc70,10,10,0,10,10
AnVIL_ccdg_asc_ndd_daly_talkowski_lattig_asd_exome,fc-secure-16e0c63c-847a-42ef-91ca-3523b3668357,0,0,487,487,0
AnVIL_CCDG_Broad_NP_Epilepsy_TURBZU_GRU_WES,fc-secure-17d8dbc9-d1d8-4d5d-8eb7-c1b82bef24d8,0,0,208,208,0
AnVIL_CCDG_WashU_CVD_EOCAD_Harvard-Costa-Rica_WGS,fc-secure-19ae92b3-86a1-4ec5-a8dc-f9d1ea226c4c,0,0,3088,3088,0
AnVIL_CCDG_WashU_CVD_EOCAD_WashU-CAD_GRU-IRB_WGS,fc-secure-1a841909-2e43-4c83-8b66-ba15aceecfee,0,0,265,265,0
AnVIL_CCDG_Broad_CVD_EOCAD_VIRGO_WGS,fc-secure-1b2f65a3-61f8-4ce1-93ad-65b690c1f043,0,0,2158,2159,0
AnVIL_CCDG_Broad_CVD_AFib_AFLMU_WGS,fc-secure-1e391fda-00d2-4dc9-94f2-845e59d57117,0,0,248,248,0
AnVIL_CMG_Broad_Muscle_Beggs_WES,fc-secure-1e74f991-d0bb-4b99-b3fc-aad5cf94069c,109,109,165,274,109
AnVIL_CCDG_Broad_CVD_AFib_GENAF_WGS,fc-secure-1fb85b31-9a1e-46ef-a206-41040d151f94,0,0,90,90,0
AnVIL_CCDG_Broad_NP_Epilepsy_DEUUPM_HMB_MDS_WES,fc-secure-1fc9933f-3f2f-441e-97f2-c0b2a6081d3d,0,0,112,112,0
AnVIL_CCDG_WashU_CVD_EOCAD_METSIM_WGS,fc-secure-2011b97c-a9c9-4a13-8911-f3833be31253,0,0,9477,9477,0
AnVIL_CCDG_Broad_CVD_AFib_JHU_WGS,fc-secure-2085a664-58a9-404c-ae57-210fb19806fb,0,0,290,290,0
AnVIL_CCDG_Broad_CVD_AFib_MPP_WGS,fc-secure-20d7c83f-35a7-4b7e-9a1b-c40bfdff29b2,0,0,118,118,0
AnVIL_CCDG_WashU_CVD_EOCAD_Finland-CHD_WGS,fc-secure-215c5ec0-940a-4808-9353-667f3a3af3c3,0,0,155,155,0
AnVIL_ccdg_asc_ndd_daly_talkowski_puura_asd_exome,fc-secure-2180b508-ce9d-4535-aa9f-f07d5917025c,0,0,209,209,0
AnVIL_CCDG_NYGC_NP_Alz_LOAD_WGS,fc-secure-21c6905e-06c8-45f2-b6ed-ffba467f7f75,0,0,1049,1049,0
AnVIL_CCDG_Broad_NP_Epilepsy_GBRSWU_CARDI_NEURO_WES,fc-secure-21cd882f-8470-4c2e-93dc-536a908bae73,0,0,235,235,0
AnVIL_CCDG_Broad_NP_Epilepsy_FRALYU_HMB_WES,fc-secure-221b863c-a724-42f3-9f90-2081b352799c,0,0,1030,1030,0
AnVIL_CCDG_NYGC_NP_Autism_SSC_WGS,fc-secure-22693da1-7a53-4115-9b93-98856c7c1ca8,0,0,9201,9201,0
anvil_ccdg_broad_ai_ibd_daly_faubion_share_wes,fc-secure-228fd6fd-e0f7-4895-a246-3b055be27aa1,0,0,904,904,0
AnVIL_CCDG_Broad_NP_Epilepsy_CHEUBB_HMB_IRB_MDS_WES,fc-secure-240e1629-6d73-42ab-a373-1abeec17824c,0,0,47,47,0
AnVIL_CCDG_WashU_CVD_EOCAD_Penn_WGS,fc-secure-25f8efc0-42fc-48d5-9a39-53c131c4d6ef,0,0,1356,1356,0
AnVIL_CCDG_NYGC_NP_Autism_ACE2_DS-MDS_WGS,fc-secure-285cdab6-0292-4c49-b22f-5232df22e9a7,0,0,146,146,0
AnVIL_PAGE_MEC_GRU_WGS,fc-secure-286b80a7-cd88-4feb-bc4b-b497c13b7fa2,0,0,0,70,70
anvil_ccdg_broad_ai_ibd_niddk_daly_brant_wes,fc-secure-29cd113f-7eca-4526-aa52-dde1b8cb41d0,0,0,164,164,0
AnVIL_CCDG_Broad_NP_Epilepsy_BELATW_GRU_WES,fc-secure-2a64d87a-8f6c-418f-87bb-bd0fb4ecd806,0,0,107,107,0
AnVIL_CCDG_Broad_NP_Epilepsy_HKOSB_GRU_WES,fc-secure-2b4d5d05-d951-4e51-8ece-7e851660f91a,0,0,114,114,0
AnVIL_eMERGE_PGRNseq,fc-secure-2c07111e-8696-439c-9183-64a9ecb083a7,0,0,9010,9010,0
AnVIL_CCDG_Broad_CVD_AFib_MGH_WGS,fc-secure-2c4bf327-7583-4aee-b2c2-4575abdea4ca,0,0,105,105,0
AnVIL_ccdg_asc_ndd_daly_talkowski_kolevzon_asd_wgs,fc-secure-2e284171-99ef-45b5-9261-b99a9208b241,0,0,27,27,0
AnVIL_CCDG_NYGC_AI_Asthma_Gala2_WGS,fc-secure-2f25349b-e646-426d-8aa7-3a7e779d70fa,0,0,1171,1171,0
anvil_ccdg_broad_ai_ibd_daly_newberry_share_wes,fc-secure-2fa3df40-c189-41ee-b5ba-484a0b77ef77,0,0,885,885,0
AnVIL_CCDG_WashU_CVD_PAGE_HMB-NPU_WGS,fc-secure-3003014b-05be-4ee1-8aa5-cc10e9a51293,0,0,38,38,0
AnVIL_CCDG_Broad_NP_Epilepsy_GBRUNL_GRU_WES,fc-secure-315a127f-649d-4928-b4e0-cdca7d898e05,0,0,55,55,0
AnVIL_CCDG_Broad_MI_BRAVE_GRU_WES,fc-secure-31d85e96-7fa0-4c2e-a89a-fe5c70845fd7,0,0,1496,1496,0
AnVIL_CCDG_Broad_NP_Epilepsy_ITAUMR_GRU_NPU_WES,fc-secure-32a2f8aa-4f72-43e9-9450-bbf661bde5ef,0,0,1046,1046,0
AnVIL_CCDG_Broad_NP_Epilepsy_LTUUHK_HMB_NPU_MDS_WES,fc-secure-330f768f-83c4-4570-ae46-0626b477d2b0,0,0,296,296,0
AnVIL_CCDG_Broad_NP_Epilepsy_USAUPN_GRU_NPU_WES,fc-secure-35c81df8-8bdf-467a-af6f-fb807185b82e,0,0,6,6,0
anvil_ccdg_broad_ai_ibd_daly_pekow_share_wes,fc-secure-36dfb67b-d2fc-47a1-a94c-225d72e08afd,0,0,643,643,0
1000G-high-coverage-2019-DEV_ONLY,fc-secure-3787d280-5600-4b0a-894d-f48513f79ff7,0,0,2504,2504,0
anvil_ccdg_broad_ai_ibd_daly_sartor_share_wes,fc-secure-382fb414-642b-45ef-9a85-c6c443da8691,0,0,51,51,0
AnVIL_CCDG_Broad_AI_IBD_McGovern_WGS,fc-secure-386d1d06-75c7-4683-b1ca-62e0d7ac3700,0,0,1655,1655,0
AnVIL_CMG_Broad_Blood_Gazda_WGS,fc-secure-391028be-a06b-460c-b2fd-409feee6a275,0,0,0,0,0
AnVIL_CCDG_Broad_NP_Epilepsy_USAUPN_Marsh_GRU_NPU_WES,fc-secure-39458ab6-c2d3-49e2-b6d5-8bb3bae9a245,0,0,17,17,0
AnVIL_CCDG_WashU_CVD_EOCAD_BioImage_WGS,fc-secure-3aa171b5-8208-4467-8743-c7879f3da6da,0,0,0,922,0
AnVIL_CMG_Broad_Orphan_Estonia-Ounap_WES,fc-secure-3b2bc739-bbc0-4b14-80fa-65dcf17eac3b,31,31,0,31,31
AnVIL_CCDG_Broad_NP_Epilepsy_IRLRCI_GRU_IRB_WES,fc-secure-3b588f92-0298-4ad6-b75d-fa16de8b718d,0,0,870,870,0
anvil_ccdg_broad_ai_ibd_daly_mccauley_wes,fc-secure-3c4843c0-b83f-4ba1-9bba-9c9a599f3ffb,0,0,1468,1468,0
AnVIL_CCDG_Broad_NP_Epilepsy_DEUULG_GRU_WES,fc-secure-3e71d768-9da9-4845-9e2c-7e909db92cb7,0,0,90,90,0
anvil_ccdg_broad_ai_ibd_daly_lewis_ccfa_wes,fc-secure-3fdbe020-6bdb-4668-bcb8-0d0df9d4ba8a,0,0,2187,2187,0
AnVIL_CMG_Broad_Eye_Pierce_WES,fc-secure-3fe2e7df-0927-453d-a21c-d01ee9ed37cd,602,602,0,602,602
AnVIL_CCDG_WASHU_PAGE,fc-secure-40b4ead9-fdee-42e4-98c8-24b241568138,0,0,0,0,0
AnVIL_CMG_Broad_Orphan_Estonia-Ounap_WGS,fc-secure-4220b594-e88e-4468-b4ff-ef782fd51d15,115,115,0,115,115
AnVIL_CMG_Broad_Muscle_Topf_WES,fc-secure-42c87858-73f5-49bf-bbc1-05974a4262b4,722,722,1,723,722
AnVIL_HPRC,fc-4310e737-a388-4a10-8c9e-babe06aaf0cf,0,0,0,57,0
AnVIL_CCDG_Broad_NP_Epilepsy_AUSRMB_DS-EAED-MDS_WES,fc-secure-4931149d-9e71-4865-9f41-3e4c998ffb38,0,0,356,356,0
AnVIL_CCDG_Broad_AI_IBD_Cho_WGS,fc-secure-4984306f-6ceb-48a0-87d5-a6c4ef499867,0,0,345,344,0
AnVIL_CCDG_NYGC_NP_Autism_SAGE_WGS,fc-secure-4a5440e0-1b04-42c6-a1b4-e8249a578727,0,0,1501,1501,0
AnVIL_CCDG_Broad_Spalletta_HMB_NPU_MDS_WES,fc-secure-4c07a18a-8c79-4b81-acbe-91083298f1e4,0,0,102,102,0
AnVIL_CCDG_Broad_AI_IBD_Newberry_WGS,fc-secure-4c6f587f-be8c-4bb8-9053-7a85ed68ed3e,0,0,31,31,0
AnVIL_CMG_Broad_Blood_Sankaran_WES,fc-secure-4dda26e8-0e9d-4162-a8b3-73c65b82ef31,277,277,0,277,277
AnVIL_eMERGE_eMERGEseq,fc-secure-50f2310f-659c-4c60-af42-e028b58bad52,0,0,24956,24956,0
AnVIL_CCDG_Broad_NP_Epilepsy_DEUPUM_HMB_MDS_WES,fc-secure-51198b17-37ae-44b7-8513-c11c4bfe3a9d,0,0,264,264,0
AnVIL_CCDG_Broad_NP_Epilepsy_USACCH_DS_NEURO_MDS_WES,fc-secure-516245cb-7dcc-487d-acf7-43e5fb10085f,0,0,358,358,0
AnVIL_ccdg_asc_ndd_daly_talkowski_menashe_asd_exome,fc-secure-51a26e99-63eb-442a-869d-87ecbc60c814,0,0,701,557,0
AnVIL_ccdg_asc_ndd_daly_talkowski_AGRE_asd_exome,fc-secure-538d85ea-c436-43f9-b001-4db614ed96bf,0,0,844,844,0
AnVIL_CCDG_Broad_NP_Epilepsy_GHAKNT_GRU_WES,fc-secure-550ffe2e-04fd-4763-b7d2-09f0c59083e4,0,0,642,642,0
AnVIL_ccdg_asc_ndd_daly_talkowski_domenici_asd_exome,fc-secure-55225e12-ec4c-42e0-a5d1-986c87c6d129,0,0,713,713,0
AnVIL_CMG_Broad_Brain_Walsh_WES,fc-secure-55694600-0349-4174-980d-716fa1371e6a,767,767,0,767,767
1000G-high-coverage-2019,fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e,0,0,3202,3202,0
AnVIL_CCDG_Baylor_CVD_HemStroke_ERICH_WGS,fc-secure-585ef3f0-76a9-40ae-8ed3-a47190c3148f,0,0,2558,2558,0
AnVIL_CCDG_NYGC_NP_Alz_EFIGA_WGS,fc-secure-588b9330-ec2f-4652-86cd-f6f57b4aecbf,0,0,1875,1875,0
anvil_ccdg_broad_ai_ibd_daly_kupcinskas_wes,fc-secure-589e3f7a-7b24-46cf-aefd-63b05155d826,0,0,2285,2285,0
AnVIL_CCDG_Broad_NP_Epilepsy_ITAIGI_GRU_WES,fc-secure-59d2af1f-3dc0-407b-b7ab-05cdcfa4da8f,0,0,980,980,0
AnVIL_CCDG_Baylor_CVD_EOCAD_SoL_WGS,fc-secure-5a7daa8b-9c5d-4b8d-a312-85e6c8af0197,0,0,9083,9083,0
AnVIL_CCDG_Broad_CVD_AF_ENGAGE_DS_WES,fc-secure-5efb4966-0994-41f8-a911-1d159c9bae1b,0,0,13621,13621,0
AnVIL_CMG_Broad_Muscle_Kang_WES,fc-secure-5f2d0e58-2d30-4026-be53-3878043f0044,49,49,0,49,49
AnVIL_CCDG_Baylor_CVD_AFib_BioVU_WGS,fc-secure-5f3216ed-69ff-431f-ad1c-328d03ff3c80,0,0,1122,1122,0
AnVIL_ccdg_asc_ndd_daly_talkowski_TASC_asd_exome,fc-secure-5f916770-fded-4540-b4b6-49f88b8e05fc,0,0,3173,3173,0
AnVIL_CMG_Broad_Kidney_Hildebrandt_WES,fc-secure-5fe35c0c-4f8d-4f7d-8de6-7cba7cd9e01d,1222,1222,0,1222,1222
AnVIL_NIMH_Broad_WGSPD1_McCarroll_Pato_GRU_WGS,fc-secure-60efd02c-dae9-4272-a926-f47ae6a7a893,0,0,0,0,0
AnVIL_CCDG_Broad_CVD_AF_BioVU_HMB_GSO_WES,fc-secure-6513d7e1-2dbb-41a2-baea-3f7fdbcbb620,0,0,5031,5031,0
AnVIL_CCDG_Broad_NP_Epilepsy_LEBABM_DS_Epilepsy_WES,fc-secure-652024de-0ecd-4de3-8360-c8c5bfcafd72,0,0,140,140,0
AnVIL_ccdg_asc_ndd_daly_talkowski_passos-bueno_asd_exome,fc-secure-6537d7f6-f29f-432b-b66e-8cf2204b7920,0,0,941,941,0
AnVIL_CMG_Broad_Muscle_OGrady_WES,fc-secure-65d7db7a-ceca-4b3a-aada-d45ec1c7b541,73,73,0,73,73
AnVIL_CCDG_Broad_NP_Epilepsy_TURIBU_DS_NEURO_AD_NPU_WES,fc-secure-674fbd89-9eeb-4e43-8a6f-97d6e50708e0,0,0,163,163,0
AnVIL_CCDG_Broad_NP_Epilepsy_FINUVH_HMB_NPU_MDS_WES,fc-secure-678eccb8-3463-4a72-8b57-69dfc8c77002,0,0,100,100,0
AnVIL_ccdg_asc_ndd_daly_talkowski_AGRE-FEMF_asd_exome,fc-secure-68998ffa-e550-422b-9834-e78ac8a32990,0,0,405,405,0
anvil_ccdg_broad_ai_ibd_daly_bernstein_wes,fc-secure-68b7e62f-132b-4818-bf64-6c38ec9152ab,0,0,536,536,0
AnVIL_ccdg_asc_ndd_daly_talkowski_control_NIMH_asd_exome,fc-secure-6a2f53f1-6712-48a9-a7b2-3289b8df877b,0,0,370,370,0
AnVIL_CCDG_Broad_NP_Epilepsy_USABCH_EPI_MUL_CON_MDS_WES,fc-secure-6bc832d1-a35b-4676-bf68-a5772e2be044,0,0,304,304,0
AnVIL_CCDG_Broad_NP_Epilepsy_CZEMTH_GRU_WES,fc-secure-6c21e787-1a4b-4235-b756-9ce6096fc815,0,0,16,16,0
AnVIL_CMG_Broad_Brain_Gleeson_WES,fc-secure-71257390-0f52-49ca-b63a-1e0c6c089e5d,1181,1181,0,1181,1181
AnVIL_CMG_UWash_GRU,fc-secure-723963fa-faec-4de1-bf37-12d3c22a417a,0,0,0,1439,1439
anvil_nhgri_broad_ibd_daly_winter_wes,fc-secure-72a949c5-0b7d-45c9-96c3-ff4d25815ed5,0,0,412,412,0
anvil_ccdg_broad_ai_ibd_daly_louis_wes,fc-secure-73036e74-c8b0-4e6f-9f4f-ca55b599d5d1,0,0,2120,2120,0
AnVIL_PAGE_WHI_HMB-IRB_WGS,fc-secure-756b92cc-ad23-41f2-8566-3620b1016886,0,0,0,235,235
AnVIL_CCDG_Broad_NP_Epilepsy_CANUTN_DS-EP_WES,fc-secure-75f95e44-299f-4666-bed3-46dd679b12d8,0,0,124,124,0
AnVIL_CCDG_Broad_NP_Epilepsy_ITAUMC_DS_NEURO_MDS_WES,fc-secure-7a160245-84eb-4383-80ed-f41c2411e702,0,0,337,337,0
AnVIL_CCDG_Broad_NP_Epilepsy_LEBABM_GRU_WES,fc-secure-7c845669-3781-4ac0-bb59-1495d68d1d85,0,0,347,347,0
AnVIL_ccdg_asc_ndd_daly_talkowski_renieri_asd_exome,fc-secure-7e0893cd-4f31-41e4-b1d2-3e656097824a,0,0,765,765,0
anvil_ccdg_broad_ai_ibd_daly_chung_gider_wes,fc-secure-7e9fe869-643a-4828-a1b7-0245e34745ae,0,0,627,627,0
AnVIL_CMG_Broad_Brain_Gleeson_WGS,fc-secure-7fc34f8f-2b28-45cf-9856-432ed7ee4ede,0,0,0,0,0
AnVIL_CCDG_Freeze2_VCFs,fc-secure-83bea9db-38e6-4142-8fe7-6e94f471f8c2,0,0,0,0,0
AnVIL_CCDG_Broad_NP_Epilepsy_HKGHKK_HMB_MDS_WES,fc-secure-84e57da6-4df9-45de-9f82-8a550887a7fa,0,0,337,337,0
AnVIL_CCDG_Broad_NP_Autism_State-Sanders_WGS,fc-secure-86684396-82a0-4f1b-a918-b90b039b922c,0,0,534,534,0
AnVIL_ccdg_asc_ndd_daly_talkowski_barbosa_asd_exome,fc-secure-86cbdfa9-cbc0-40fb-adfa-3dd467ae1062,0,0,213,213,0
anvil_ccdg_broad_ai_ibd_niddk_daly_duerr_wes,fc-secure-877e6c8c-72ef-46d0-b3f3-37dd175771fe,0,0,100,100,0
AnVIL_CCDG_WashU_CVD_EOCAD_WashU-CAD_DS_WGS,fc-secure-87fff435-fd01-4bd9-91b4-8670f7b19162,0,0,80,80,0
AnVIL_CMG_Broad_Kidney_Hildebrandt_WGS,fc-secure-897c9696-eae5-4f73-acf3-9118f5e1e698,27,27,0,27,27
AnVIL_CCDG_Broad_NP_Epilepsy_DEUUKL_HMB_WES,fc-secure-8a282388-3c56-48c6-99c8-ea4b52c053b9,0,0,194,194,0
AnVIL_ccdg_asc_ndd_daly_talkowski_herman_asd_exome,fc-secure-8a297961-e042-4d02-826f-0322b3d7fbff,0,0,49,49,0
AnVIL_CCDG_WashU_CVD_EOCAD_BioVu_WGS,fc-secure-8e933d1a-d546-4267-967f-bc00d03f4880,0,0,624,624,0
AnVIL_CCDG_Broad_NP_Epilepsy_DEUUKB_HMB_NPU_MDS_WES,fc-secure-8ec82876-176f-4f33-ae98-0a3cae871ed4,0,0,2337,2337,0
AnVIL_CMG_Broad_Blood_Gazda_WES,fc-secure-91c2f2c0-a04f-4147-a5e4-971e3e8cbd8a,0,0,51,51,0
AnVIL_NIMH_Broad_WGSPD1_McCarroll_Escamilla_DS_WGS,fc-secure-945a70d2-6f85-4130-b624-038a2e171811,0,0,85,85,0
AnVIL_CCDG_Broad_NP_Epilepsy_CYPCYP_HMB_NPU_MDS_WES,fc-secure-94c90c12-376d-419a-96d9-ed37e1b1a5bb,0,0,148,148,0
AnVIL_CSER_CHARM,fc-secure-957b7ac5-293b-4be4-b7ce-d0452c1c9f38,0,0,0,0,0
AnVIL_ccdg_asc_ndd_daly_talkowski_palotie_asd_exome,fc-secure-977aa72f-e9ce-4fb6-b32b-c675b4ef25d5,0,0,153,153,0
AnVIL_CCDG_Broad_CVD_AFib_Intermountain_WGS,fc-secure-97f7b2db-e05f-4ac4-af27-6156169ca00a,0,0,464,464,0
AnVIL_ccdg_asc_ndd_daly_talkowski_kolevzon_asd_exome,fc-secure-980cd412-6b18-480a-b2f2-ad1543c06a91,0,0,1160,1160,0
AnVIL_NIMH_Broad_WGSPD1_McCarroll_Pato_GRU_10XLRGenomes,fc-secure-9850659f-c618-48d9-ae39-87ca3a860337,0,0,0,368,355
AnVIL_CCDG_Broad_NP_Epilepsy_AUSAUS_EP_BA_CN_ID_MDS_WES,fc-secure-986229e0-ac72-420d-bf0e-aa14dea63a05,0,0,1468,1468,0
AnVIL_CCDG_Broad_NP_Epilepsy_USAFEB_GRU_WES,fc-secure-98a7c433-bacc-44fd-96f6-faed04dd1c96,0,0,31,31,0
AnVIL_CMG_Broad_Muscle_Beggs_WGS,fc-secure-9ada5f40-88a5-413a-971e-8feb61f4030c,0,0,47,47,0
AnVIL_ccdg_asc_ndd_daly_talkowski_hertz-picciotto_asd_exome,fc-secure-9befa92f-ef34-4fcf-8df5-d085656e26dd,0,0,1537,1537,0
AnVIL_CCDG_Broad_NP_Epilepsy_AUSAUS_EPIL_BA_MDS_WES,fc-secure-9c348df7-4da1-428a-a785-e06db3a9f208,0,0,11,11,0
AnVIL_CMG_Broad_Orphan_Manton_WES,fc-secure-9cd5bace-0607-49c0-b62c-837aa8cf195d,452,452,0,452,452
AnVIL_CCDG_Broad_NP_Epilepsy_TWNCGM_HMB-NPU-ADULTS_WES,fc-secure-9f2f0267-2df4-44e9-a6ae-dd1d3a43cca5,0,0,874,874,0
AnVIL_CCDG_Broad_NP_Epilepsy_USAUPN_Rader_GRU_WES,fc-secure-a065288d-5bb4-441c-95e9-0ffb20a6cf40,0,0,349,349,0
AnVIL_CCDG_Broad_NP_Epilepsy_USAMGH_HMB_MDS_WES,fc-secure-a473f80e-97a6-4c19-bd68-e37266efb44d,0,0,20,20,0
AnVIL_eMERGE_GWAS,fc-secure-a523ce7e-6a39-4bd0-9b4e-85ddc20ff9cc,0,0,105108,105108,0
anvil_ccdg_broad_ai_ibd_daly_mcgovern_share_wes,fc-secure-a8750614-42be-42b6-886e-15c284847bdd,0,0,486,486,0
AnVIL_CCDG_NYGC_NP_Autism_TASC_WGS,fc-secure-a8d262fb-151c-4c3d-ac09-7957a168fd5e,0,0,905,905,0
AnVIL_CCDG_WashU_CVD_EOCAD_Emory_WGS,fc-secure-a941f3d7-5afc-4886-a4ab-c9d6a6459b1f,0,0,430,430,0
AnVIL_CCDG_Broad_NP_Epilepsy_USACRW_DS_EP_MDS_WES,fc-secure-ab235723-ed31-4242-b5ab-23c177a0e79c,0,0,326,326,0
anvil_ccdg_broad_ai_ibd_daly_xavier_share_wes,fc-secure-abc7f058-0260-4e82-a911-abfec3dcb676,0,0,732,732,0
AnVIL_CCDG_Broad_NP_Epilepsy_KENKIL_GRU_WES,fc-secure-ac202043-c5ef-4fb7-8ccb-62a274c1b8ec,0,0,448,448,0
anvil_ccdg_broad_ai_ibd_daly_moayyedi_imagine_wes,fc-secure-ac588f86-da2d-4a92-9f45-be2aeedd5fac,0,0,1301,1301,0
AnVIL_CCDG_Broad_CVD_AFib_UCSF_WGS,fc-secure-ad9305f6-4693-4b75-a64a-e9317b40abac,0,0,112,112,0
AnVIL_CCDG_Broad_NP_Epilepsy_USAEGP_GRU_WES,fc-secure-adba6cb8-c49c-405b-af7b-9980e4a9d36a,0,0,127,127,0
AnVIL_CMG_Broad_Brain_Engle_WGS,fc-secure-af14316e-6153-4aa0-b051-991daf7690ba,0,0,0,0,0
AnVIL_CCDG_Broad_AI_IBD_McCauley_WGS,fc-secure-afbf7a91-d826-4227-893f-f4a0dbee5cfa,0,0,1096,1096,0
AnVIL_ccdg_asc_ndd_daly_talkowski_pericak-vance_asd_exome_,fc-secure-b2669acd-7139-464f-af53-af7215c068aa,0,0,108,108,0
AnVIL_ccdg_asc_ndd_daly_talkowski_weiss_asd_exome,fc-secure-b2f4e185-a21a-434a-9494-d1fabaaaf7c0,0,0,41,41,0
anvil_ccdg_broad_ai_ibd_daly_lira_share_wes,fc-secure-b31156cd-4993-4f69-a8f4-9a99c2697965,0,0,55,55,0
AnVIL_CMG_Broad_Heart_PCGC-Tristani_WGS,fc-secure-b3403ba6-aa05-40b0-99ba-2d465d711775,79,79,0,79,79
AnVIL_ccdg_asc_ndd_daly_talkowski_pericak-vance_asd_wgs,fc-secure-b39f3519-3601-46b6-b7bc-dedddbfd7306,0,0,295,295,0
anvil_ccdg_broad_daly_igsr_1kg_twist_wes,fc-secure-b41964ad-0c8a-47da-8504-f8636ff3d318,0,0,669,669,0
AnVIL_CCDG_Broad_AI_IBD_Kugathasan_WGS,fc-secure-b4316f22-8920-4b86-a8cd-2a4a7b356f0d,0,0,1351,1351,0
AnVIL_CCDG_NYGC_NP_Autism_ACE2_GRU-MDS_WGS,fc-secure-b6e37dad-6d9c-49b3-ba96-042a7de9f47c,0,0,839,839,0
